City_ID,City,Lat,Lng,Current Description,Max Temp,Humidity,Cloudiness,Wind Speed
354,Rioja,-29.4111,-66.8507,few clouds,73.6,65,13,1.81
355,Arlit,18.7369,7.3853,clear sky,57.4,18,0,5.73
356,Baykit,61.67,96.37,overcast clouds,-3.78,98,100,2.59
357,Chapais,49.7834,-74.8492,scattered clouds,-25.82,100,26,3.2
358,Swan Hill,-35.3378,143.5544,overcast clouds,84.31,54,85,10.51
359,Sant Pere De Ribes,41.2667,1.7667,clear sky,52.66,41,3,7.0
360,Santiago Del Estero,-27.7951,-64.2615,clear sky,69.19,58,0,3.44
361,Izumo,35.3667,132.7667,broken clouds,48.09,49,75,14.97
362,Iqaluit,63.7506,-68.5145,scattered clouds,-22.27,69,40,14.97
363,Haines Junction,60.7522,-137.5108,overcast clouds,26.55,68,100,10.36
364,Constitucion,-35.3333,-72.4167,clear sky,56.39,93,7,3.87
365,Merauke,-8.4667,140.3333,overcast clouds,87.13,63,100,10.04
366,Hokitika,-42.7167,170.9667,scattered clouds,66.6,59,37,7.81
367,Goma,-1.6792,29.2228,overcast clouds,62.87,78,97,3.42
368,San Cristobal,7.7669,-72.225,clear sky,69.98,83,4,3.11
369,Puro,12.4841,123.3827,scattered clouds,83.89,71,34,2.73
370,Uthal,25.8072,66.6219,clear sky,65.57,46,0,2.95
371,Gurupi,-11.7292,-49.0686,overcast clouds,71.24,95,100,4.81
372,Kijang,35.2442,129.2139,broken clouds,40.73,15,66,1.57
373,Vostok,46.4856,135.8833,overcast clouds,-2.88,86,100,11.63
374,Grootfontein,-19.5667,18.1167,overcast clouds,65.77,82,90,2.3
375,Chokurdakh,70.6333,147.9167,overcast clouds,-24.2,92,93,0.89
376,Kampot,10.6167,104.1833,scattered clouds,84.25,58,37,3.87
377,Roald,62.5833,6.1333,overcast clouds,45.09,100,100,21.85
378,Quelimane,-17.8786,36.8883,clear sky,73.31,93,8,3.49
379,Hobyo,5.3505,48.5268,overcast clouds,78.1,66,99,19.13
380,Tongzi,28.7829,105.0877,overcast clouds,43.92,79,100,3.62
381,Husavik,66.0449,-17.3389,snow,25.52,95,100,27.72
382,Sibanicu,21.235,-77.5264,extreme rain,69.8,70,0,3.33
383,Adrar,20.5022,-10.0711,overcast clouds,70.68,12,100,4.7
384,Ust-Nera,64.5667,143.2,overcast clouds,-6.38,99,100,2.21
385,Norwood,42.1945,-71.1995,light snow,33.33,75,100,1.99
386,Carberry,49.8689,-99.3602,overcast clouds,9.64,94,100,8.3
387,Sao Raimundo Das Mangabeiras,-7.0219,-45.4811,overcast clouds,70.77,95,100,5.28
388,Nicoya,10.1483,-85.452,broken clouds,72.84,77,68,1.77
389,Nova Olinda Do Norte,-3.8881,-59.0942,light rain,73.76,98,100,0.22
390,Nago,26.5881,127.9761,moderate rain,65.25,91,100,15.08
391,Qaqortoq,60.7167,-46.0333,light snow,19.9,86,100,13.35
392,Lookan,5.037,120.1027,broken clouds,83.34,70,60,5.68
393,Beausejour,50.0622,-96.5167,overcast clouds,5.83,94,100,6.82
394,Puerto Leguizamo,-0.1934,-74.7819,overcast clouds,74.32,65,100,0.58
395,Hambantota,6.1241,81.1185,few clouds,80.94,83,20,5.75
396,Camangcamang,10.1791,122.9865,overcast clouds,88.34,61,93,2.75
397,Inverell,-29.7833,151.1167,clear sky,88.66,47,0,4.0
398,Bengkulu,-3.8004,102.2655,moderate rain,82.81,68,100,2.46
399,Bahia Honda,22.9036,-83.1592,overcast clouds,71.33,76,97,12.28
400,Katsuura,35.1333,140.3,overcast clouds,44.71,94,100,10.98
401,Sukumo,32.9333,132.7333,overcast clouds,51.82,41,94,9.42
402,Natal,-5.795,-35.2094,overcast clouds,76.71,81,94,4.43
403,Rawson,-43.3002,-65.1023,broken clouds,67.28,81,66,13.13
404,Talcahuano,-36.7167,-73.1167,clear sky,58.24,94,5,1.86
405,Smithers,54.7804,-127.1743,overcast clouds,30.52,74,100,2.3
406,Kaniama,-7.5667,24.1833,overcast clouds,66.34,96,100,2.71
407,Narrabri,-30.3167,149.7833,scattered clouds,87.53,57,38,1.99
408,Noumea,-22.2763,166.4572,light rain,81.0,99,100,15.35
409,Porto Novo,6.4965,2.6036,clear sky,72.59,84,4,1.28
410,Port Hardy,50.6996,-127.4199,overcast clouds,45.75,85,100,11.86
411,Luderitz,-26.6481,15.1594,clear sky,66.42,75,0,20.49
412,Shahr-E Babak,30.1165,55.1186,overcast clouds,40.57,72,100,4.9
413,Sao Miguel,-5.4667,-35.3667,overcast clouds,77.02,79,100,7.67
414,Trzic,46.3636,14.3105,scattered clouds,33.51,61,40,1.14
415,Jucas,-6.5253,-39.5275,overcast clouds,69.17,97,100,2.37
416,Beian,63.6559,9.5683,broken clouds,44.69,87,75,26.46
417,Srednekolymsk,67.45,153.6833,overcast clouds,-9.35,97,100,2.68
418,Yanam,16.7333,82.2167,broken clouds,77.4,61,77,7.16
419,North Bend,43.4065,-124.2243,broken clouds,46.92,78,52,0.81
420,Praia Da Vitoria,38.7333,-27.0667,few clouds,56.75,88,19,10.71
421,Severo-Kurilsk,50.6789,156.125,overcast clouds,23.25,73,100,25.77
422,Kalmunai,7.4167,81.8167,scattered clouds,80.65,78,28,4.7
423,Houston,29.7633,-95.3633,clear sky,50.09,51,0,1.01
424,Acarau,-2.8856,-40.12,overcast clouds,74.43,81,100,4.94
425,Kloulklubed,7.0419,134.2556,broken clouds,84.7,76,69,11.52
426,Solnechnyy,50.7214,136.6319,overcast clouds,0.27,83,97,2.91
427,Tessalit,20.1986,1.0114,few clouds,60.28,17,12,11.95
428,Changli,39.7042,119.1506,clear sky,31.37,28,0,1.59
429,Dolores Hidalgo,21.1561,-100.9308,overcast clouds,49.78,92,92,11.81
430,Konevo,62.1215,39.3192,light snow,16.48,95,100,4.85
431,Biak,-0.9131,122.8766,overcast clouds,82.45,68,100,2.44
432,Mufumbwe,-13.6833,24.8,overcast clouds,60.51,98,85,3.96
433,Baruun-Urt,46.6806,113.2792,clear sky,2.66,75,3,4.27
434,Udachnyy,66.4167,112.4,broken clouds,-20.87,100,82,4.09
435,Antalaha,-14.9003,50.2788,overcast clouds,75.36,78,87,4.76
436,Yashiro,34.9167,134.9667,overcast clouds,51.62,52,96,4.74
437,Baker City,44.7749,-117.8344,broken clouds,23.83,86,56,4.9
438,Lecce,40.2167,18.1667,broken clouds,49.46,55,73,17.85
439,Honolulu,21.3069,-157.8583,clear sky,77.86,72,3,8.01
440,Chara,56.9064,118.2631,scattered clouds,-7.08,94,30,1.07
441,Mitu,1.1983,-70.1733,broken clouds,70.34,65,82,1.74
442,Kadnikov,59.5022,40.338,light snow,14.2,95,100,6.4
443,Ushtobe,45.2514,77.9838,overcast clouds,21.27,61,100,5.61
444,Khani,41.9563,42.9566,few clouds,18.97,76,13,8.23
445,Davila,18.4726,120.5763,overcast clouds,78.62,83,88,8.37
446,Tema,5.667,-0.0166,few clouds,78.62,73,12,2.1
447,Langxiang,46.95,128.8833,overcast clouds,4.98,66,94,8.68
448,Carutapera,-1.195,-46.02,overcast clouds,75.31,90,100,9.57
449,Weston,26.1004,-80.3998,overcast clouds,68.02,80,100,1.01
450,Deputatskiy,69.3,139.9,overcast clouds,-22.29,97,85,1.79
451,West Point,33.6076,-88.6503,clear sky,35.67,35,0,12.66
452,Jalu,29.0331,21.5482,broken clouds,50.13,80,61,7.94
453,Ahuimanu,21.4447,-157.8378,few clouds,77.76,73,11,1.99
454,Road Town,18.4167,-64.6167,clear sky,75.99,68,3,14.97
455,Mahanoro,-19.9,48.8,clear sky,72.88,76,0,2.98
456,Aguimes,27.9054,-15.4461,few clouds,59.63,67,20,12.66
457,Cidreira,-30.1811,-50.2056,few clouds,69.39,75,20,12.15
458,Stephenville,32.2207,-98.2023,clear sky,43.77,47,0,3.44
459,Warragul,-38.1667,145.9333,overcast clouds,74.64,76,98,1.99
460,Xiongzhou,25.1167,114.3,overcast clouds,47.5,74,100,5.59
461,Komsomolskiy,40.4272,71.7189,mist,34.52,86,100,6.91
462,Langarud,37.197,50.1535,broken clouds,35.65,74,66,6.06
463,Quedlinburg,51.7833,11.15,overcast clouds,41.65,83,100,15.46
464,Lambontong,6.3083,124.8106,overcast clouds,87.3,59,86,3.53
465,Tomatlan,19.9333,-105.25,few clouds,66.31,80,20,2.44
466,El Tarra,8.5756,-73.0949,clear sky,71.2,82,6,1.12
467,Kieta,-6.2167,155.6333,light rain,84.54,74,66,6.82
468,General Pico,-35.6566,-63.7568,clear sky,64.47,65,0,8.16
469,Novyy Urengoy,66.0833,76.6333,broken clouds,-15.0,100,84,6.62
470,Aksu,41.1231,80.2644,overcast clouds,27.3,40,87,4.56
471,Holme,56.1138,10.1725,light rain,44.46,93,100,17.85
472,Amot,59.5714,7.9877,overcast clouds,24.49,97,100,3.94
473,Westport,41.1415,-73.3579,snow,31.32,92,100,1.99
474,Tulagi,-9.0996,160.1476,overcast clouds,81.39,74,100,10.38
475,Logansport,40.7545,-86.3567,overcast clouds,14.23,51,100,0.0
476,Kasongo-Lunda,-6.4667,16.8167,overcast clouds,69.58,89,100,0.49
477,Kalianget,-7.05,113.9333,overcast clouds,82.51,76,100,8.75
478,Santa Marta,11.2408,-74.199,broken clouds,80.89,70,72,11.99
479,Ola,59.5833,151.2833,broken clouds,13.64,78,84,14.72
480,Fort Saint James,54.4333,-124.25,light snow,27.21,98,100,2.57
481,Ocos,14.5094,-92.1933,clear sky,82.31,76,0,6.33
482,Yar-Sale,66.8333,70.8333,overcast clouds,-8.34,98,98,7.47
483,Rio Grande,-32.035,-52.0986,clear sky,67.95,64,4,10.27
484,Dolinsk,47.35,142.8,overcast clouds,10.26,86,100,5.97
485,Kiunga,-6.1219,141.2906,overcast clouds,83.23,66,96,2.37
486,Guasdualito,7.2424,-70.7324,clear sky,73.4,73,2,0.0
487,Pasni,25.2631,63.471,clear sky,67.24,61,0,7.07
488,Lazaro Cardenas,17.9583,-102.2,clear sky,74.89,76,2,1.45
489,Whitehorse,60.7161,-135.0538,overcast clouds,27.1,96,100,4.54
490,Turkistan,43.0,68.0,light snow,33.75,96,100,25.77
491,Bosaso,11.2842,49.1816,broken clouds,72.54,67,53,4.47
492,Bardiyah,31.7561,25.0865,broken clouds,52.14,79,75,15.5
493,Cajamarca,-7.1638,-78.5003,light rain,52.25,95,100,3.53
494,Mahon,39.8885,4.2658,clear sky,48.76,76,0,11.5
495,Saint-Joseph,-21.3667,55.6167,clear sky,79.11,71,0,7.0
496,Anadyr,64.75,177.4833,overcast clouds,-5.01,83,100,1.45
497,Mattawa,46.7379,-119.9028,overcast clouds,32.52,97,100,2.86
498,Colac,-38.3333,143.5833,few clouds,71.62,48,17,6.06
499,Tautira,-17.7333,-149.15,light rain,82.42,75,24,16.2
500,Barra,-11.0894,-43.1417,heavy intensity rain,71.94,88,99,3.56
501,Iskateley,67.6803,53.1512,overcast clouds,4.23,93,100,11.92
502,Alakurtti,66.9672,30.3491,overcast clouds,-5.37,100,88,1.72
503,Miraflores,19.2167,-98.8083,broken clouds,53.02,76,54,5.3
504,Shahpura,27.3833,75.9667,clear sky,58.33,27,0,2.26
505,Marfino,55.7028,37.3822,snow,21.45,92,75,6.71
506,Jaca,42.569,-0.5499,clear sky,21.4,47,5,4.47
507,Meulaboh,4.1363,96.1285,broken clouds,83.48,76,70,3.89
508,Talnakh,69.4865,88.3972,light snow,-0.8,95,100,10.36
509,Ceres,37.5949,-120.9577,clear sky,52.27,74,0,0.0
510,Yumen,40.2833,97.2,clear sky,26.26,32,4,11.48
511,Esfarayen,37.0765,57.5101,clear sky,29.89,66,1,5.23
512,Najran,17.4924,44.1277,overcast clouds,52.72,33,89,1.25
513,Chateauroux,46.8167,1.7,overcast clouds,36.55,100,100,5.75
514,Cockburn Town,21.4612,-71.1419,clear sky,78.01,76,7,7.85
515,Harindanga,22.0383,88.3214,clear sky,60.78,40,5,9.86
516,Staryy Nadym,65.6118,72.6842,broken clouds,-10.79,98,79,7.56
517,Kopaganj,26.0233,83.5658,clear sky,57.18,55,0,6.49
518,Kalino,58.2504,57.6085,overcast clouds,6.12,96,99,2.82
519,Champawat,29.3333,80.1,clear sky,45.81,54,0,1.3
520,Sao Joao Evangelista,-18.5478,-42.7633,broken clouds,65.61,95,57,1.74
521,Orlik,52.5178,99.825,broken clouds,-12.64,94,83,1.34
522,Souillac,-20.5167,57.5167,clear sky,84.36,77,4,8.48
523,Severobaykalsk,55.65,109.3167,few clouds,-1.68,86,19,2.21
524,Esperance,-33.8667,121.9,clear sky,79.5,43,0,13.65
525,Esso,55.9333,158.7,overcast clouds,23.74,96,100,4.85
526,La Ronge,55.1001,-105.2842,overcast clouds,10.08,97,100,6.85
527,Redmond,47.674,-122.1215,overcast clouds,44.08,74,96,1.01
528,Sidi Ali,36.0998,0.4206,clear sky,48.67,58,0,5.73
529,Te Anau,-45.4167,167.7167,overcast clouds,69.62,45,99,6.93
530,Taksimo,56.3444,114.8794,broken clouds,-2.11,86,54,0.89
531,Terme,41.2092,36.9739,overcast clouds,33.73,63,100,7.94
532,Vanimo,-2.6741,141.3028,overcast clouds,84.27,69,91,6.31
533,Pandan,14.0453,124.1694,light rain,81.16,83,77,3.8
534,Batouri,4.4333,14.3667,overcast clouds,66.24,32,99,1.59
535,Korla,41.7597,86.1469,clear sky,24.4,56,1,5.53
536,Menongue,-14.6585,17.691,light rain,61.74,98,100,5.19
537,Talaya,61.3833,152.75,overcast clouds,-4.59,94,100,6.6
538,Brodowski,-20.9845,-47.6572,overcast clouds,64.4,96,100,2.01
539,Juneau,58.3019,-134.4197,light rain,42.22,93,100,6.04
540,Lata,40.1629,-8.3327,clear sky,48.72,57,0,5.7
541,Pringsewu,-5.3582,104.9744,light rain,81.7,75,100,2.98
542,Sorland,67.667,12.6934,light snow,33.13,73,100,29.82
543,Mafinga,-7.25,35.0667,light rain,65.25,98,100,3.76
544,Starozhilovo,54.2254,39.916,overcast clouds,19.53,96,100,7.4
545,Krutinka,56.0055,71.5113,overcast clouds,-1.88,99,98,4.32
546,Abnub,27.2696,31.1511,clear sky,44.31,63,0,5.01
547,Huntington,38.4193,-82.4452,overcast clouds,27.12,81,100,9.22
548,Vardo,70.3705,31.1107,light snow,32.18,58,100,20.89
549,Touros,-5.1989,-35.4608,moderate rain,72.5,82,100,8.05
550,Aksum,14.1245,38.7244,clear sky,51.82,74,4,2.82
551,Nome,64.5011,-165.4064,clear sky,-6.84,72,0,7.43
552,Baculin,7.4525,126.5842,broken clouds,84.58,70,66,5.35
553,Owatonna,44.0839,-93.226,overcast clouds,10.92,72,100,3.44
554,Tukrah,32.5341,20.5791,scattered clouds,54.55,71,47,13.2
555,Vondrozo,-22.8167,47.2833,clear sky,66.52,82,2,2.8
556,Lakes Entrance,-37.8811,147.981,overcast clouds,73.58,95,100,5.86
557,Namie,37.4833,141.0,broken clouds,45.97,40,53,7.47
558,Ulaangom,49.9811,92.0667,overcast clouds,-17.09,97,94,1.36
559,Yining,29.0361,114.5636,overcast clouds,36.93,100,100,2.42
560,Ostersund,63.1792,14.6357,overcast clouds,31.6,86,100,16.11
561,Rancho Palos Verdes,33.7445,-118.387,clear sky,65.52,18,1,5.01
562,Shizuishan,39.2333,106.7694,clear sky,28.26,35,4,7.2
563,Umm Kaddadah,13.6017,26.6876,broken clouds,50.94,21,53,17.9
564,Kovacica,45.1117,20.6214,broken clouds,37.62,85,75,11.27
565,Coari,-4.085,-63.1414,overcast clouds,73.44,99,100,2.55
566,Saint-Augustin,51.226,-58.6502,overcast clouds,7.63,87,100,11.27
567,Dali,25.7,100.1833,clear sky,50.76,46,4,3.87
568,Ankang,32.68,109.0172,overcast clouds,40.71,70,100,1.9
569,Lomovka,53.9194,58.3672,overcast clouds,2.32,98,100,2.84
570,Agadez,19.75,10.25,clear sky,50.54,24,0,10.11
571,Tokonou,9.65,-9.7833,clear sky,69.06,54,5,4.81
572,Iberia,29.9502,-91.7507,clear sky,43.97,64,0,7.54
573,Ngerengere,-6.75,38.1167,moderate rain,72.59,97,100,1.54
574,Dongli,23.5656,116.8194,broken clouds,65.1,65,84,7.61
575,Batagay-Alyta,67.8006,130.4114,overcast clouds,-4.5,94,98,4.32
576,Samana,19.2056,-69.3369,clear sky,70.99,86,0,5.12
577,Uchiza,-8.4592,-76.4633,moderate rain,71.83,96,100,1.45
578,Waddan,29.1614,16.139,clear sky,42.39,73,0,2.53
579,Zhuhai,22.2769,113.5678,scattered clouds,70.72,77,40,10.36
580,Mobaye,4.319,21.1786,broken clouds,68.88,35,78,3.71
581,Amethi,26.15,81.8167,clear sky,57.67,52,0,6.67
582,Villarrica,-25.75,-56.4333,clear sky,70.9,79,2,2.57
583,Emba,48.8264,58.1442,overcast clouds,8.38,95,98,2.44
584,Hatillo,18.4863,-66.8254,few clouds,74.86,85,11,6.55
585,Kyshtovka,56.555,76.6271,overcast clouds,0.95,98,90,4.59
586,Bara,10.3744,10.7288,overcast clouds,62.6,28,97,10.04
587,Aswan,24.0934,32.907,clear sky,44.53,52,0,8.99
588,Zaysan,47.4667,84.8667,broken clouds,-0.9,91,59,1.32
589,Dunda,-8.1167,34.25,moderate rain,63.77,99,100,1.19
590,Revda,56.801,59.9303,overcast clouds,-4.99,98,100,2.93
591,Terney,45.0503,136.6092,broken clouds,11.28,52,76,10.71
592,Aras,42.5617,-2.356,clear sky,33.76,93,0,8.05
593,Yuzhno-Sukhokumsk,44.6581,45.6436,few clouds,29.79,78,17,7.9
594,Oktyabrskoye,43.0645,44.7417,clear sky,12.34,92,6,4.47
595,Santiago De Cao,-7.9589,-79.2392,clear sky,66.33,82,0,6.91
596,Wschowa,51.807,16.3166,overcast clouds,36.54,84,100,12.33
597,Lockport,41.5895,-88.0578,overcast clouds,14.86,81,100,0.0
598,Beaverlodge,55.2166,-119.4361,overcast clouds,36.77,61,99,14.2
599,Altena,51.3,7.6667,overcast clouds,43.36,98,100,1.01
600,Todos Santos,23.45,-110.2167,clear sky,67.44,67,0,7.27
601,San Jose,37.3394,-121.895,broken clouds,58.19,62,75,0.0
602,Bria,6.5423,21.9863,overcast clouds,64.04,28,100,4.25
603,Kohlu,29.8962,69.252,clear sky,51.01,31,0,0.67
604,Quatre Cocos,-20.2078,57.7625,clear sky,84.09,77,5,9.86
605,Half Moon Bay,37.4636,-122.4286,clear sky,58.24,65,0,3.44
606,Monrovia,6.3005,-10.7969,light rain,79.05,80,52,2.86
607,Tiznit,29.5833,-9.5,clear sky,53.82,39,0,25.19
608,Oyama,36.3,139.8,overcast clouds,47.82,33,87,2.82
609,Kushima,31.4583,131.2333,broken clouds,56.44,41,84,5.88
610,Santa Isabel Do Rio Negro,-0.4139,-65.0192,overcast clouds,73.94,98,100,1.7
611,Preobrazheniye,42.9019,133.9064,scattered clouds,16.63,46,45,16.6
612,Chunoyar,57.4467,97.3217,overcast clouds,-0.9,99,100,3.22
613,Zheleznodorozhnyy,55.7503,38.0042,snow,21.72,96,100,3.76
614,Beyla,8.6833,-8.6333,few clouds,69.08,43,24,2.8
615,Witu,-2.3889,40.4382,broken clouds,77.16,90,81,1.61
616,San Quintin,30.4833,-115.95,scattered clouds,59.16,55,26,0.94
617,Lisakovsk,52.5369,62.4936,overcast clouds,2.1,90,100,4.43
618,Roebourne,-20.7833,117.1333,few clouds,95.43,35,11,12.53
619,Mafeteng,-29.823,27.2374,clear sky,57.83,78,6,1.01
620,Ambilobe,-13.2,49.05,overcast clouds,75.63,87,89,1.79
621,Birjand,32.8663,59.2211,broken clouds,40.24,18,56,4.83
622,Ahmadpur East,29.1431,71.2598,clear sky,60.35,22,0,5.75
623,Hualmay,-11.0964,-77.6139,overcast clouds,69.51,84,100,8.63
624,Mayo,38.8876,-76.5119,mist,33.04,93,100,5.01
625,Nueve De Julio,-35.4444,-60.8831,clear sky,64.71,78,0,8.57
626,Port Hedland,-20.3167,118.5667,overcast clouds,95.05,41,96,5.75
627,Hinton,53.4001,-117.5857,overcast clouds,27.23,78,100,6.93
628,Caruray,10.3094,119.0128,overcast clouds,84.67,68,93,4.79
629,Papetoai,-17.4961,-149.8729,clear sky,81.99,71,4,15.66
630,Tortoli,39.9256,9.6572,scattered clouds,47.23,71,34,4.85
631,Maceio,-9.6658,-35.7353,moderate rain,78.24,83,40,11.5
632,Pauini,-7.7136,-66.9764,heavy intensity rain,73.2,98,100,2.06
633,New Philadelphia,40.4898,-81.4457,clear sky,13.71,73,0,10.36
634,Gao,16.6362,1.637,clear sky,61.34,22,0,13.78
635,Hovd,48.0056,91.6419,clear sky,-3.64,64,2,0.87
636,Luba,3.4568,8.5547,overcast clouds,80.94,71,100,2.51
637,Dunedin,-45.8742,170.5036,overcast clouds,67.8,67,100,4.0
638,Vestmanna,62.1564,-7.1664,overcast clouds,38.32,81,100,14.97
639,Abha,18.2164,42.5053,few clouds,50.25,87,20,6.91
640,Mindelo,16.8901,-24.9804,overcast clouds,69.35,64,100,14.97
641,Tura,25.5198,90.2201,clear sky,65.91,35,0,2.68
642,Breznik,42.7414,22.8981,scattered clouds,29.28,94,32,4.32
643,Bend,44.0582,-121.3153,clear sky,35.82,64,0,1.99
644,Panzhihua,26.5851,101.7128,clear sky,59.18,50,0,0.92
645,Nuuk,64.1835,-51.7216,snow,16.41,92,100,11.5
646,Mandaguacu,-23.3472,-52.0953,overcast clouds,67.84,97,89,7.78
647,Mogadouro,41.3403,-6.7119,clear sky,30.78,86,0,4.25
648,Alice Town,25.7167,-79.3,overcast clouds,71.85,70,100,25.84
649,La Rochelle,46.1667,-1.15,overcast clouds,45.48,93,100,2.3
650,Leiyang,26.4024,112.8591,light rain,37.33,87,100,6.87
651,Malartic,48.1335,-78.1328,few clouds,-22.99,99,14,3.4
652,Sheridan,44.8333,-106.9173,clear sky,41.18,70,0,3.44
653,Yunyang,33.4474,112.7142,overcast clouds,35.67,81,100,2.06
654,Vestmannaeyjar,63.4427,-20.2734,broken clouds,25.75,68,58,27.98
655,Kalabo,-14.97,22.6814,light rain,64.35,95,100,8.43
656,Eyl,7.9803,49.8164,overcast clouds,72.99,72,100,16.44
657,Balkanabat,39.5108,54.3671,clear sky,37.56,74,5,3.58
658,Seydi,39.4816,62.9137,clear sky,35.37,73,6,5.06
659,Kasese,0.1833,30.0833,overcast clouds,67.23,56,91,2.73
660,Pathein,16.7833,94.7333,overcast clouds,82.0,40,96,13.4
661,Erenhot,43.6475,111.9767,clear sky,7.32,80,10,7.34
662,Panaba,21.2833,-88.2667,broken clouds,69.8,71,78,18.99
663,Presidencia Roque Saenz Pena,-26.7852,-60.4388,clear sky,69.73,41,3,6.58
664,Wanaka,-44.7,169.15,broken clouds,78.12,27,67,8.99
665,Zhangjiakou,40.81,114.8794,clear sky,24.21,39,0,2.68
666,San Vicente,-26.6167,-54.1333,few clouds,62.17,91,23,3.8
667,Luanda,-8.8368,13.2343,overcast clouds,77.16,85,100,3.11
668,Muzhi,65.3667,64.6667,overcast clouds,-5.3,94,100,4.63
669,Puerto Ayacucho,5.6639,-67.6236,broken clouds,75.65,48,72,5.95
670,Mogadishu,2.0371,45.3438,overcast clouds,75.06,80,99,18.66
671,Puerto Escondido,15.85,-97.0667,few clouds,76.71,83,18,5.23
672,Bubaque,11.2833,-15.8333,scattered clouds,77.07,60,25,14.63
673,Bathsheba,13.2167,-59.5167,scattered clouds,76.05,82,40,6.91
674,Cururupu,-1.8283,-44.8683,overcast clouds,73.0,95,100,4.74
675,Tucuma,-0.1833,-50.05,overcast clouds,73.6,95,100,4.9
676,Antigonish,45.6169,-61.9986,light snow,37.13,92,100,4.0
677,Senador Pompeu,-5.5881,-39.3717,light rain,70.34,94,100,4.59
678,Verkhnyaya Inta,65.9811,60.3094,overcast clouds,-5.66,94,95,5.84
679,Bairiki,1.3292,172.9752,broken clouds,84.2,74,75,12.66
680,Bima,-8.4667,118.7167,overcast clouds,85.05,71,98,3.13
681,Busko-Zdroj,50.4708,20.7188,overcast clouds,32.09,83,91,13.13
682,Montecristi,-1.05,-80.6667,broken clouds,73.22,88,75,2.3
683,Itarema,-2.9248,-39.9167,overcast clouds,73.74,82,100,3.44
684,Grezzana,45.5203,11.0177,overcast clouds,37.74,51,97,1.97
685,Dekar,-21.5333,21.9333,light rain,67.82,88,97,6.49
686,Urambo,-5.0667,32.05,overcast clouds,65.73,90,100,2.55
687,Kayerkan,69.3497,87.7602,overcast clouds,-1.48,77,100,11.5
688,Kattivakkam,13.2167,80.3167,overcast clouds,78.89,85,96,14.94
689,Broome,42.2506,-75.833,overcast clouds,15.17,80,100,1.99
690,Sabang,5.8933,95.3214,few clouds,82.33,76,16,11.83
691,Sadasivpet,17.6212,77.9503,few clouds,64.31,26,24,7.54
692,Port Blair,11.6667,92.75,broken clouds,84.24,74,75,12.66
693,Meadow Lake,34.8014,-106.5436,clear sky,37.11,48,0,4.18
694,Ovsyanka,55.9575,92.5519,broken clouds,-12.03,93,60,3.78
695,Wajima,37.4,136.9,overcast clouds,37.98,81,100,8.14
696,Nisporeni,47.0814,28.1783,overcast clouds,37.49,84,90,18.68
697,Bure,10.7,37.0667,clear sky,54.34,75,2,1.95
698,Ayagoz,47.9714,80.4392,few clouds,-4.14,86,20,2.91
699,Flinders,-34.5833,150.8552,moderate rain,90.81,67,84,7.0
700,Brigantine,39.4101,-74.3646,snow,32.14,97,100,12.66
701,Borsa,47.6553,24.6633,light snow,20.95,98,80,2.53
702,Avera,33.194,-82.5271,few clouds,39.88,57,24,18.52
703,Shenzhen,22.5455,114.0683,broken clouds,70.86,87,79,3.24
704,Eureka,40.8021,-124.1637,scattered clouds,46.36,83,35,4.18
705,Humacao,18.1497,-65.8274,scattered clouds,76.77,86,42,1.01
706,Tongchuan,35.0806,109.0897,few clouds,33.12,64,14,3.78
707,Aleksandro-Nevskiy,53.4751,40.2095,snow,18.27,93,97,7.72
708,Yarmouth,41.7057,-70.2286,snow,35.96,86,100,17.0
709,Sakakah,29.9697,40.2064,few clouds,41.43,58,24,4.76
710,Mokhsogollokh,61.4681,128.9203,broken clouds,-7.46,90,76,6.89
711,Isoka,-10.1606,32.6335,overcast clouds,62.13,95,100,2.57
